date,store_id,revenue,transactions,avg_order_value,units_sold,returns,is_promo,is_holiday,temp_c,snow,extreme_weather
2024-03-03,S08,13715.33,444,30.89,793,7,0,0,6.9,0,0
2024-03-04,S08,10871.46,302,36.0,612,7,0,0,9.5,0,0
2024-03-05,S08,10050.58,323,31.12,510,12,0,0,7.8,0,0
2024-03-06,S08,10383.35,320,32.45,455,11,0,0,11.3,0,0
2024-03-07,S08,10807.57,312,34.64,636,9,0,0,10.0,0,0
2024-03-08,S08,10947.34,301,36.37,499,7,0,0,9.6,0,0
2024-03-09,S08,16937.67,554,30.57,778,8,0,0,14.3,0,0
2024-03-10,S08,14433.72,482,29.95,814,7,0,0,11.7,0,0
2024-03-11,S08,10075.35,317,31.78,458,3,0,0,7.8,0,0
2024-03-12,S08,8980.44,308,29.16,582,4,0,0,9.7,0,0
2024-03-13,S08,9466.41,337,28.09,698,10,0,0,9.9,0,0
2024-03-14,S08,11165.83,318,35.11,490,3,0,0,10.5,0,0
2024-03-15,S08,12496.11,349,35.81,519,12,0,0,17.9,0,0
2024-03-16,S08,15783.37,465,33.94,970,11,0,0,11.6,0,0
2024-03-17,S08,14079.52,437,32.22,887,8,0,0,4.5,0,0
2024-03-18,S08,11781.29,322,36.59,662,10,1,0,9.1,0,0
2024-03-19,S08,11769.55,338,34.82,530,6,1,0,5.1,0,0
2024-03-20,S08,11723.88,362,32.39,737,11,1,0,10.0,0,0
2024-03-21,S08,12160.14,370,32.87,521,11,1,0,5.2,0,0
2024-03-22,S08,15149.69,440,34.43,822,9,1,0,8.6,0,0
2024-03-23,S08,18858.08,596,31.64,941,18,1,0,6.8,0,0
2024-03-24,S08,18238.01,609,29.95,927,22,1,0,12.7,0,0
2024-03-25,S08,10752.85,322,33.39,645,12,1,0,11.6,0,0
2024-03-26,S08,12534.73,415,30.2,611,4,1,0,12.7,0,0
2024-03-27,S08,11069.71,376,29.44,718,11,0,0,11.6,0,0
2024-03-28,S08,10473.14,330,31.74,486,8,0,0,7.8,0,0
2024-03-29,S08,12228.37,332,36.83,678,8,0,0,13.7,0,0
2024-03-30,S08,16301.95,436,37.39,657,12,0,0,18.1,0,0
2024-03-31,S08,16379.72,488,33.56,753,12,0,0,13.6,0,0
2024-04-01,S08,10111.52,331,30.55,613,10,0,0,11.3,0,0
2024-04-02,S08,10362.73,359,28.87,509,8,0,0,8.4,0,0
2024-04-03,S08,10208.38,289,35.32,590,9,0,0,10.1,0,0
2024-04-04,S08,11197.33,325,34.45,483,10,0,0,14.3,0,0
2024-04-05,S08,15490.88,514,30.14,956,15,1,0,16.3,0,0
2024-04-06,S08,19699.54,523,37.67,879,14,1,0,13.9,0,0
2024-04-07,S08,19908.0,595,33.46,995,15,1,0,15.7,0,0
2024-04-08,S08,12091.57,357,33.87,533,11,1,0,15.5,0,0
2024-04-09,S08,12988.14,441,29.45,683,13,1,0,15.1,0,0
2024-04-10,S08,14353.85,438,32.77,629,7,1,0,11.7,0,0
2024-04-11,S08,10889.23,344,31.65,652,12,0,0,14.3,0,0
2024-04-12,S08,12289.25,373,32.95,550,6,0,0,11.3,0,0
2024-04-13,S08,16657.21,485,34.34,750,17,0,0,14.1,0,0
2024-04-14,S08,14431.59,421,34.28,856,9,0,0,15.1,0,0
2024-04-15,S08,10589.69,370,28.62,709,10,0,0,19.3,0,0
2024-04-16,S08,9160.91,292,31.37,526,5,0,0,10.4,0,0
2024-04-17,S08,10214.19,286,35.71,571,9,0,0,15.9,0,0
2024-04-18,S08,11186.68,320,34.96,628,7,0,0,19.0,0,0
2024-04-19,S08,12371.52,384,32.22,712,4,0,0,17.0,0,0
2024-04-20,S08,16045.12,476,33.71,848,6,0,0,17.3,0,0
2024-04-21,S08,13927.2,440,31.65,811,11,0,0,16.7,0,0
2024-04-22,S08,11218.91,308,36.43,466,10,0,0,18.9,0,0
2024-04-23,S08,10866.61,307,35.4,456,3,0,0,11.9,0,0
2024-04-24,S08,11264.16,313,35.99,461,11,0,0,11.1,0,0
2024-04-25,S08,11358.35,355,32.0,707,6,0,0,15.3,0,0
2024-04-26,S08,12990.32,343,37.87,658,5,0,0,9.0,0,0
2024-04-27,S08,17224.3,548,31.43,1029,15,0,0,19.3,0,0
2024-04-28,S08,13936.06,398,35.02,695,8,0,0,19.3,0,0
2024-04-29,S08,10244.47,284,36.07,584,4,0,0,14.5,0,0
2024-04-30,S08,11123.77,353,31.51,642,11,0,0,14.8,0,0
2024-05-01,S08,10546.65,299,35.27,625,9,0,0,15.7,0,0
2024-05-02,S08,11669.2,348,33.53,524,7,0,0,16.2,0,0
2024-05-03,S08,13108.89,400,32.77,648,12,0,0,16.5,0,0
2024-05-04,S08,18152.08,501,36.23,804,12,0,0,17.9,0,0
2024-05-05,S08,15620.44,481,32.47,762,7,0,0,15.8,0,0
2024-05-06,S08,11125.28,339,32.82,540,9,0,0,19.3,0,0
2024-05-07,S08,11509.51,386,29.82,555,14,0,0,17.9,0,0
2024-05-08,S08,12964.54,380,34.12,631,8,0,0,14.8,0,0
2024-05-09,S08,11515.53,354,32.53,577,13,0,0,20.7,0,0
2024-05-10,S08,13025.97,458,28.44,877,5,0,0,12.7,0,0
2024-05-11,S08,16976.69,486,34.93,921,7,0,0,16.6,0,0
2024-05-12,S08,17281.22,459,37.65,699,18,0,0,19.8,0,0
2024-05-13,S08,11242.89,374,30.06,627,4,0,0,14.8,0,0
2024-05-14,S08,11658.07,369,31.59,773,10,0,0,18.0,0,0
2024-05-15,S08,12003.74,335,35.83,516,13,0,0,18.8,0,0
2024-05-16,S08,13379.94,410,32.63,655,6,0,0,14.7,0,0
2024-05-17,S08,12792.07,339,37.73,550,11,0,0,17.1,0,0
2024-05-18,S08,18421.07,486,37.9,808,10,0,0,16.9,0,0
2024-05-19,S08,16733.14,519,32.24,743,7,0,0,15.8,0,0
2024-05-20,S08,10281.54,276,37.25,392,4,0,0,24.4,0,0
2024-05-21,S08,10210.97,271,37.68,484,6,0,0,15.3,0,0
2024-05-22,S08,12247.51,425,28.82,678,15,0,0,20.6,0,0
2024-05-23,S08,12171.12,374,32.54,668,7,0,0,16.5,0,0
2024-05-24,S08,13667.87,424,32.24,813,15,0,0,14.5,0,0
2024-05-25,S08,18097.03,516,35.07,902,14,0,0,18.1,0,0
2024-05-26,S08,16000.72,449,35.64,738,11,0,0,19.8,0,0
2024-05-27,S08,10839.88,326,33.25,620,5,0,0,20.7,0,0
2024-05-28,S08,11406.75,350,32.59,690,9,0,0,22.6,0,0
2024-05-29,S08,11433.68,301,37.99,461,7,0,0,26.8,0,0
2024-05-30,S08,11800.85,335,35.23,509,9,0,0,18.8,0,0
2024-05-31,S08,14032.74,418,33.57,772,16,0,0,16.1,0,0
2024-06-01,S08,19834.27,566,35.04,1171,10,0,0,19.5,0,0
2024-06-02,S08,16670.78,499,33.41,714,5,0,0,17.4,0,0
2024-06-03,S08,12405.74,434,28.58,880,15,0,0,21.0,0,0
2024-06-04,S08,11256.78,374,30.1,722,10,0,0,14.4,0,0
2024-06-05,S08,12686.19,421,30.13,744,15,0,0,25.4,0,0
2024-06-06,S08,13254.06,412,32.17,819,4,0,0,20.9,0,0
2024-06-07,S08,13246.75,434,30.52,856,13,0,0,13.3,0,0
2024-06-08,S08,20529.44,668,30.73,1084,16,0,0,16.2,0,0
2024-06-09,S08,15597.45,431,36.19,754,9,0,0,20.8,0,0
2024-06-10,S08,11298.98,399,28.32,701,5,0,0,21.9,0,0
2024-06-11,S08,11230.72,311,36.11,635,8,0,0,14.6,0,0
2024-06-12,S08,13058.88,376,34.73,550,6,0,0,20.6,0,0
2024-06-13,S08,12713.83,364,34.93,711,5,0,0,12.6,0,0
2024-06-14,S08,12859.3,407,31.6,745,12,0,0,18.2,0,0
2024-06-15,S08,18531.76,551,33.63,915,14,0,0,21.8,0,0
2024-06-16,S08,15988.84,443,36.09,771,5,0,0,16.8,0,0
2024-06-17,S08,12050.87,360,33.47,744,12,0,0,14.0,0,0
2024-06-18,S08,13509.06,446,30.29,835,14,1,0,18.9,0,0
2024-06-19,S08,14005.31,369,37.95,680,10,1,0,16.7,0,0
2024-06-20,S08,15545.48,541,28.73,890,16,1,0,20.4,0,0
2024-06-21,S08,15938.05,499,31.94,759,17,1,0,15.8,0,0
2024-06-22,S08,23107.31,622,37.15,1190,17,1,0,16.2,0,0
2024-06-23,S08,20526.88,621,33.05,1082,7,1,0,12.4,0,0
2024-06-24,S08,13396.65,386,34.71,723,8,1,0,19.0,0,0
2024-06-25,S08,12906.27,449,28.74,906,12,1,0,18.0,0,0
2024-06-26,S08,12830.01,347,36.97,553,7,1,0,14.9,0,0
2024-06-27,S08,15288.5,526,29.07,942,13,1,0,19.0,0,0
2024-06-28,S08,13173.29,422,31.22,686,6,0,0,21.5,0,0
2024-06-29,S08,19241.55,523,36.79,1021,16,0,0,17.7,0,0
2024-06-30,S08,16853.01,499,33.77,811,12,0,0,19.2,0,0
2024-07-01,S08,15484.02,439,35.27,877,4,0,1,19.2,0,0
2024-07-02,S08,11563.99,410,28.2,851,7,0,0,14.7,0,0
2024-07-03,S08,12853.13,399,32.21,794,13,0,0,24.5,0,0
2024-07-04,S08,10324.12,343,30.1,608,4,0,0,16.8,0,0
2024-07-05,S08,12298.72,387,31.78,628,12,0,0,20.2,0,0
2024-07-06,S08,19496.15,677,28.8,1257,15,0,0,20.5,0,0
2024-07-07,S08,16837.91,506,33.28,774,13,0,0,17.7,0,0
2024-07-08,S08,10959.08,292,37.53,512,4,0,0,19.9,0,0
2024-07-09,S08,11435.66,354,32.3,545,9,0,0,18.8,0,0
2024-07-10,S08,12797.37,402,31.83,843,4,0,0,13.8,0,0
2024-07-11,S08,12969.09,381,34.04,642,5,0,0,17.0,0,0
2024-07-12,S08,13775.98,452,30.48,934,9,0,0,16.1,0,0
2024-07-13,S08,17045.24,474,35.96,811,12,0,0,16.5,0,0
2024-07-14,S08,17944.28,476,37.7,704,15,0,0,13.9,0,0
2024-07-15,S08,11027.74,339,32.53,626,4,0,0,21.2,0,0
2024-07-16,S08,12197.65,344,35.46,519,8,0,0,22.5,0,0
2024-07-17,S08,12581.38,342,36.79,641,5,0,0,20.6,0,0
2024-07-18,S08,11402.17,344,33.15,629,3,0,0,21.4,0,0
2024-07-19,S08,12554.49,355,35.36,714,4,0,0,16.5,0,0
2024-07-20,S08,17267.93,507,34.06,777,19,0,0,15.6,0,0
2024-07-21,S08,15955.72,474,33.66,891,12,0,0,15.1,0,0
2024-07-22,S08,11935.82,367,32.52,699,3,0,0,19.3,0,0
2024-07-23,S08,12591.1,389,32.37,813,6,0,0,18.0,0,0
2024-07-24,S08,12398.41,375,33.06,736,11,0,0,17.0,0,0
2024-07-25,S08,12501.33,397,31.49,832,9,0,0,21.0,0,0
2024-07-26,S08,13065.87,419,31.18,776,12,0,0,18.3,0,0
2024-07-27,S08,20660.93,603,34.26,1019,6,0,0,14.5,0,0
2024-07-28,S08,16946.23,496,34.17,828,6,0,0,14.8,0,0
2024-07-29,S08,10927.98,313,34.91,595,3,0,0,18.9,0,0
2024-07-30,S08,11800.82,327,36.09,601,12,0,0,19.9,0,0
2024-07-31,S08,12622.53,427,29.56,683,12,0,0,18.3,0,0
2024-08-01,S08,11984.81,367,32.66,705,11,0,0,22.2,0,0
2024-08-02,S08,12912.75,368,35.09,546,9,0,0,21.4,0,0
2024-08-03,S08,16777.01,447,37.53,866,5,0,0,17.7,0,0
2024-08-04,S08,16987.18,597,28.45,903,12,0,0,13.8,0,0
2024-08-05,S08,10688.12,290,36.86,530,10,0,0,12.3,0,0
2024-08-06,S08,11874.46,363,32.71,531,11,0,0,14.9,0,0
2024-08-07,S08,11958.96,395,30.28,723,5,0,0,18.3,0,0
2024-08-08,S08,12435.06,440,28.26,741,9,0,0,21.4,0,0
2024-08-09,S08,12754.19,349,36.54,600,11,0,0,17.1,0,0
2024-08-10,S08,18919.67,547,34.59,1031,8,0,0,19.2,0,0
2024-08-11,S08,18735.15,609,30.76,1260,23,1,0,14.9,0,0
2024-08-12,S08,13756.95,402,34.22,758,5,1,0,17.4,0,0
2024-08-13,S08,15233.39,405,37.61,825,11,1,0,17.9,0,0
2024-08-14,S08,16396.36,576,28.47,1145,9,1,0,9.4,0,0
2024-08-15,S08,14050.3,396,35.48,619,11,1,0,14.0,0,0
2024-08-16,S08,16666.82,544,30.64,938,9,1,0,17.9,0,0
2024-08-17,S08,22562.95,631,35.76,1017,22,1,0,15.8,0,0
2024-08-18,S08,19697.14,526,37.45,1044,19,1,0,11.3,0,0
2024-08-19,S08,14275.81,452,31.58,871,17,1,0,7.5,0,0
2024-08-20,S08,12903.64,404,31.94,737,16,1,0,13.5,0,0
2024-08-21,S08,14991.49,438,34.23,824,7,1,0,14.3,0,0
2024-08-22,S08,14212.91,446,31.87,897,11,1,0,11.8,0,0
2024-08-23,S08,17488.84,460,38.02,918,15,1,0,14.7,0,0
2024-08-24,S08,22903.0,788,29.06,1573,14,1,0,15.7,0,0
2024-08-25,S08,18906.03,659,28.69,1367,19,0,0,16.1,0,0
2024-08-26,S08,12001.45,411,29.2,630,8,0,0,6.9,0,0
2024-08-27,S08,11602.3,316,36.72,598,6,0,0,9.9,0,0
2024-08-28,S08,10960.67,374,29.31,634,13,0,0,12.8,0,0
2024-08-29,S08,10538.4,315,33.46,565,12,0,0,15.3,0,0
2024-08-30,S08,13446.07,358,37.56,697,8,0,0,14.9,0,0
2024-08-31,S08,18111.23,602,30.09,997,22,0,0,14.8,0,0
2024-09-01,S08,16945.18,501,33.82,795,9,0,0,12.1,0,0
2024-09-02,S08,10307.04,332,31.05,508,11,0,0,12.1,0,0
2024-09-03,S08,11187.88,315,35.52,458,3,0,0,10.8,0,0
2024-09-04,S08,11073.7,330,33.56,509,4,0,0,15.2,0,0
2024-09-05,S08,12221.51,326,37.49,478,11,0,0,10.0,0,0
2024-09-06,S08,13170.58,384,34.3,612,10,0,0,15.2,0,0
2024-09-07,S08,16381.23,528,31.03,868,8,0,0,13.1,0,0
2024-09-08,S08,16024.72,560,28.62,1117,13,0,0,12.2,0,0
2024-09-09,S08,11554.54,367,31.48,749,11,0,0,10.3,0,0
2024-09-10,S08,11387.61,308,36.97,646,5,0,0,8.0,0,0
2024-09-11,S08,12398.99,428,28.97,768,6,0,0,10.0,0,0
2024-09-12,S08,11374.49,336,33.85,638,11,0,0,10.8,0,0
2024-09-13,S08,11584.17,317,36.54,475,4,0,0,4.6,0,0
2024-09-14,S08,17086.27,534,32.0,872,11,0,0,11.0,0,0
2024-09-15,S08,14897.7,495,30.1,804,13,0,0,14.2,0,0
2024-09-16,S08,11919.83,383,31.12,700,8,0,0,13.0,0,0
2024-09-17,S08,11220.95,359,31.26,615,8,0,0,9.7,0,0
2024-09-18,S08,12149.59,382,31.81,596,4,0,0,11.2,0,0
2024-09-19,S08,15907.15,499,31.88,716,11,1,0,9.3,0,0
2024-09-20,S08,15954.89,464,34.39,886,9,1,0,11.3,0,0
2024-09-21,S08,19161.56,623,30.76,913,7,1,0,15.3,0,0
2024-09-22,S08,16906.93,567,29.82,1062,13,1,0,13.5,0,0
2024-09-23,S08,13806.34,384,35.95,652,14,1,0,12.0,0,0
2024-09-24,S08,14250.3,502,28.39,1028,9,1,0,8.8,0,0
2024-09-25,S08,13157.89,460,28.6,823,9,1,0,12.4,0,0
2024-09-26,S08,14974.6,490,30.56,922,5,1,0,5.0,0,0
2024-09-27,S08,16258.44,482,33.73,878,16,1,0,9.1,0,0
2024-09-28,S08,22012.73,772,28.51,1222,9,1,0,11.5,0,0
2024-09-29,S08,18033.05,617,29.23,1015,15,1,0,11.9,0,0
2024-09-30,S08,11611.63,329,35.29,480,8,0,0,11.5,0,0
2024-10-01,S08,11189.67,300,37.3,576,11,0,0,10.3,0,0
2024-10-02,S08,12696.64,357,35.56,534,10,0,0,8.7,0,0
2024-10-03,S08,11674.48,329,35.48,543,12,0,0,10.8,0,0
2024-10-04,S08,13054.15,401,32.55,760,7,0,0,6.2,0,0
2024-10-05,S08,20085.55,636,31.58,1270,17,0,0,6.4,0,0
2024-10-06,S08,16077.29,425,37.83,640,7,0,0,9.0,0,0
2024-10-07,S08,10523.04,305,34.5,517,10,0,0,9.2,0,0
2024-10-08,S08,11807.88,360,32.8,708,7,0,0,3.1,0,0
2024-10-09,S08,12191.86,322,37.86,606,3,0,0,9.8,0,0
2024-10-10,S08,11891.99,331,35.93,688,7,0,0,10.6,0,0
2024-10-11,S08,14062.28,501,28.07,995,17,0,0,7.9,0,0
2024-10-12,S08,19790.6,611,32.39,1011,22,0,0,15.2,0,0
2024-10-13,S08,17330.42,531,32.64,1063,9,0,0,5.9,0,0
2024-10-14,S08,12753.7,376,33.92,752,4,0,0,6.7,0,0
2024-10-15,S08,11480.68,317,36.22,512,4,0,0,6.5,0,0
2024-10-16,S08,13274.66,430,30.87,894,11,0,0,7.4,0,0
2024-10-17,S08,12663.28,372,34.04,736,8,0,0,6.5,0,0
2024-10-18,S08,12642.39,383,33.01,649,14,0,0,3.1,0,0
2024-10-19,S08,17628.49,471,37.43,856,16,0,0,5.6,0,0
2024-10-20,S08,15486.83,443,34.96,722,17,0,0,6.8,0,0
2024-10-21,S08,10227.03,347,29.47,634,11,0,0,10.7,0,0
2024-10-22,S08,12105.68,327,37.02,627,11,0,0,13.5,0,0
2024-10-23,S08,11057.56,309,35.78,624,9,0,0,10.8,0,0
2024-10-24,S08,12469.85,409,30.49,760,9,0,0,4.4,0,0
2024-10-25,S08,13816.64,404,34.2,742,14,0,0,4.5,0,0
2024-10-26,S08,18814.04,524,35.9,984,16,0,0,6.0,0,0
2024-10-27,S08,17953.52,517,34.73,993,18,0,0,11.7,0,0
2024-10-28,S08,10746.13,312,34.44,539,10,0,0,5.8,0,0
2024-10-29,S08,11201.58,379,29.56,628,10,0,0,2.2,0,0
2024-10-30,S08,13065.68,389,33.59,684,13,0,0,4.6,0,0
2024-10-31,S08,13497.3,407,33.16,809,9,0,0,8.3,0,0
2024-11-01,S08,14927.12,486,30.71,734,14,0,0,8.0,0,0
2024-11-02,S08,19573.1,602,32.51,1262,12,0,0,5.2,0,0
2024-11-03,S08,17785.68,489,36.37,757,15,0,0,7.8,0,0
2024-11-04,S08,12125.85,323,37.54,641,7,0,0,-1.2,0,0
2024-11-05,S08,14304.91,485,29.49,902,16,0,0,5.8,0,0
2024-11-06,S08,12887.52,364,35.41,719,3,0,0,8.0,0,0
2024-11-07,S08,13739.73,407,33.76,828,6,0,0,2.9,0,0
2024-11-08,S08,14128.58,418,33.8,715,4,0,0,2.8,0,0
2024-11-09,S08,20381.11,546,37.33,886,7,0,0,-0.4,0,0
2024-11-10,S08,18707.17,595,31.44,1246,18,0,0,9.9,0,0
2024-11-11,S08,12954.7,383,33.82,618,12,0,0,2.9,0,0
2024-11-12,S08,15161.79,469,32.33,751,14,1,0,5.7,0,0
2024-11-13,S08,17548.79,524,33.49,1100,18,1,0,6.7,0,0
2024-11-14,S08,17474.63,577,30.29,986,7,1,0,9.3,0,0
2024-11-15,S08,19367.46,647,29.93,1325,19,1,0,4.3,0,0
2024-11-16,S08,24988.33,831,30.07,1409,11,1,0,3.0,0,0
2024-11-17,S08,21876.42,722,30.3,1376,24,1,0,5.1,0,0
2024-11-18,S08,15742.12,470,33.49,831,16,1,0,8.4,0,0
2024-11-19,S08,16059.66,440,36.5,672,13,1,0,4.0,0,0
2024-11-20,S08,17563.67,524,33.52,786,20,1,0,1.5,0,0
2024-11-21,S08,16702.46,496,33.67,968,16,1,0,-0.3,0,0
2024-11-22,S08,16921.65,590,28.68,1120,19,1,0,0.6,0,0
2024-11-23,S08,22605.94,660,34.25,1289,18,1,0,6.8,0,0
2024-11-24,S08,24384.64,693,35.19,1351,9,1,0,3.2,0,0
2024-11-25,S08,15038.06,476,31.59,971,18,1,0,2.3,0,0
2024-11-26,S08,12609.94,427,29.53,796,5,0,0,1.9,0,0
2024-11-27,S08,13978.92,482,29.0,750,13,0,0,4.3,0,0
2024-11-28,S08,14011.55,439,31.92,816,11,0,0,3.3,0,0
2024-11-29,S08,15047.69,413,36.44,817,6,0,0,3.1,0,0
2024-11-30,S08,21418.34,563,38.04,1011,14,0,0,7.9,0,0
2024-12-01,S08,19838.09,593,33.45,977,15,0,0,8.5,0,0
2024-12-02,S08,11572.08,368,31.45,734,8,0,0,-1.0,1,0
2024-12-03,S08,13685.21,399,34.3,630,11,0,0,4.8,0,0
2024-12-04,S08,14836.59,481,30.85,781,19,0,0,3.2,0,0
2024-12-05,S08,14596.23,430,33.94,687,13,0,0,2.9,0,0
2024-12-06,S08,17719.34,495,35.8,705,5,0,0,5.7,0,0
2024-12-07,S08,23230.92,740,31.39,1361,24,0,0,4.4,0,0
2024-12-08,S08,20146.28,576,34.98,899,23,0,0,2.7,0,0
2024-12-09,S08,14527.96,459,31.65,819,8,0,0,3.9,0,0
2024-12-10,S08,12198.5,329,37.08,508,8,0,0,0.2,1,0
2024-12-11,S08,15312.7,516,29.68,1010,13,0,0,6.1,0,0
2024-12-12,S08,13287.28,468,28.39,968,10,0,0,1.0,1,0
2024-12-13,S08,15057.63,406,37.09,596,14,0,0,9.4,0,0
2024-12-14,S08,22307.62,713,31.29,1475,14,0,0,-0.1,0,0
2024-12-15,S08,19743.41,563,35.07,1082,7,0,0,-0.3,0,0
2024-12-16,S08,12372.38,355,34.85,721,13,0,0,-0.7,0,0
2024-12-17,S08,16197.35,456,35.52,911,6,0,0,2.9,0,0
2024-12-18,S08,13502.76,479,28.19,948,15,0,0,2.2,0,0
2024-12-19,S08,13655.3,418,32.67,708,4,0,0,2.0,1,0
2024-12-20,S08,16056.96,463,34.68,699,14,0,0,3.5,0,0
2024-12-21,S08,19218.21,627,30.65,930,23,0,0,0.3,1,0
2024-12-22,S08,19654.27,665,29.56,1239,8,0,0,-1.1,0,0
2024-12-23,S08,14602.42,472,30.94,813,17,0,0,10.1,0,0
2024-12-24,S08,14791.98,398,37.17,695,14,0,0,2.3,0,0
2024-12-25,S08,18137.88,513,35.36,922,13,0,1,2.7,0,0
2024-12-26,S08,21744.1,714,30.45,1025,24,0,1,4.0,0,0
2024-12-27,S08,15708.86,544,28.88,1141,17,0,0,1.9,0,0
2024-12-28,S08,22494.68,628,35.82,1051,19,0,0,8.0,0,0
2024-12-29,S08,20523.03,676,30.36,1028,19,0,0,0.5,0,0
2024-12-30,S08,12641.73,341,37.07,684,5,0,0,4.6,0,0
2024-12-31,S08,15050.71,520,28.94,795,7,0,0,4.8,0,0
2025-01-01,S08,11192.9,338,33.12,596,8,0,1,1.3,1,0
2025-01-02,S08,9549.08,314,30.41,505,11,0,0,4.1,0,0
2025-01-03,S08,10616.72,344,30.86,585,6,0,0,5.3,0,0
2025-01-04,S08,12047.6,390,30.89,751,6,0,0,-1.6,1,0
2025-01-05,S08,12753.98,433,29.45,613,7,0,0,4.3,0,0
2025-01-06,S08,9491.08,296,32.06,488,8,0,0,2.9,0,0
2025-01-07,S08,9806.35,295,33.24,455,4,0,0,2.6,0,0
2025-01-08,S08,9034.84,321,28.15,490,10,0,0,-1.6,1,0
2025-01-09,S08,11620.72,346,33.59,666,9,0,0,4.8,0,0
2025-01-10,S08,11592.58,311,37.28,632,11,0,0,8.1,0,0
2025-01-11,S08,16028.55,435,36.85,782,13,1,0,4.0,0,0
2025-01-12,S08,17428.04,479,36.38,797,6,1,0,6.9,0,0
2025-01-13,S08,11532.09,393,29.34,663,7,1,0,6.2,0,0
2025-01-14,S08,12088.01,353,34.24,702,4,1,0,4.6,0,0
2025-01-15,S08,10790.41,307,35.15,600,10,1,0,1.0,1,0
2025-01-16,S08,12621.44,420,30.05,684,4,1,0,0.0,0,0
2025-01-17,S08,14233.53,410,34.72,815,15,1,0,7.1,0,0
2025-01-18,S08,19532.16,552,35.38,1101,9,1,0,6.7,0,0
2025-01-19,S08,18875.55,651,28.99,1059,14,1,0,3.9,0,0
2025-01-20,S08,7605.69,200,38.03,364,2,0,0,1.1,1,0
2025-01-21,S08,8978.58,240,37.41,454,4,0,0,1.8,0,0
2025-01-22,S08,9769.12,328,29.78,677,4,0,0,6.1,0,0
2025-01-23,S08,11771.58,357,32.97,736,8,0,0,2.5,0,0
2025-01-24,S08,9719.78,256,37.97,465,6,0,0,1.9,0,0
2025-01-25,S08,15153.01,524,28.92,754,16,0,0,3.6,0,0
2025-01-26,S08,12792.57,449,28.49,743,8,0,0,4.9,0,0
2025-01-27,S08,9245.67,286,32.33,418,11,0,0,2.5,0,0
2025-01-28,S08,9760.8,290,33.66,571,3,0,0,5.1,0,0
2025-01-29,S08,9325.47,271,34.41,449,5,0,0,5.4,0,0
2025-01-30,S08,10981.4,308,35.65,609,5,0,0,6.0,0,0
2025-01-31,S08,12378.71,368,33.64,660,9,0,0,6.7,0,0
2025-02-01,S08,14562.38,441,33.02,790,13,0,0,0.7,0,0
2025-02-02,S08,14083.29,420,33.53,829,10,0,0,1.7,0,0
2025-02-03,S08,8581.69,245,35.03,346,5,0,0,2.2,0,0
2025-02-04,S08,8710.05,237,36.75,411,5,0,0,6.0,0,0
2025-02-05,S08,10078.97,339,29.73,499,5,0,0,5.0,0,0
2025-02-06,S08,9597.62,294,32.64,428,10,0,0,-0.9,0,0
2025-02-07,S08,10066.92,340,29.61,572,6,0,0,11.9,0,0
2025-02-08,S08,15528.52,462,33.61,838,4,0,0,0.2,0,0
2025-02-09,S08,14519.34,496,29.27,867,6,0,0,6.3,0,0
2025-02-10,S08,8766.41,247,35.49,384,3,0,0,8.0,0,0
2025-02-11,S08,8431.04,225,37.47,351,6,0,0,4.3,0,0
2025-02-12,S08,9814.1,305,32.18,445,11,0,0,8.5,0,0
2025-02-13,S08,10604.73,373,28.43,641,11,0,0,3.6,0,0
2025-02-14,S08,10766.95,346,31.12,624,12,0,0,7.3,0,0
2025-02-15,S08,15502.25,474,32.71,905,17,0,0,0.3,0,0
2025-02-16,S08,12954.04,399,32.47,685,13,0,0,10.5,0,0
2025-02-17,S08,9214.06,265,34.77,402,9,0,0,7.1,0,0
2025-02-18,S08,9152.25,266,34.41,443,4,0,0,2.4,0,0
2025-02-19,S08,9747.65,311,31.34,596,11,0,0,9.2,0,0
2025-02-20,S08,10404.23,357,29.14,579,9,0,0,12.3,0,0
2025-02-21,S08,10738.04,316,33.98,504,6,0,0,4.7,0,0
2025-02-22,S08,14853.59,516,28.79,825,6,0,0,7.0,0,0
2025-02-23,S08,12148.18,377,32.22,755,11,0,0,6.2,0,0
2025-02-24,S08,8047.85,242,33.26,347,4,0,0,5.6,0,0
2025-02-25,S08,8975.9,263,34.13,486,6,0,0,5.4,0,0
2025-02-26,S08,9613.87,338,28.44,611,3,0,0,6.2,0,0
2025-02-27,S08,9736.5,289,33.69,497,6,0,0,6.4,0,0
2025-02-28,S08,10771.71,337,31.96,515,3,0,0,7.3,0,0
2025-03-01,S08,20132.61,612,32.9,869,16,1,0,7.2,0,0
2025-03-02,S08,17853.05,599,29.8,957,13,1,0,10.9,0,0
2025-03-03,S08,11971.29,351,34.11,723,3,1,0,10.7,0,0
2025-03-04,S08,12660.27,446,28.39,745,12,1,0,4.2,0,0
2025-03-05,S08,13767.23,376,36.61,681,8,1,0,7.2,0,0
2025-03-06,S08,13439.17,357,37.64,560,5,1,0,12.8,0,0
2025-03-07,S08,13316.86,394,33.8,758,15,1,0,10.1,0,0
2025-03-08,S08,19456.61,586,33.2,1198,17,1,0,10.3,0,0
2025-03-09,S08,17359.66,466,37.25,678,6,1,0,10.2,0,0
2025-03-10,S08,12508.08,355,35.23,600,6,1,0,8.8,0,0
2025-03-11,S08,13489.88,424,31.82,760,4,1,0,9.6,0,0
2025-03-12,S08,11038.43,305,36.19,529,4,1,0,8.6,0,0
